index,full.name,ip.address,region,in.store,age,items,amount
499,Melaine Jenkins,188.212.100.250,4,1,41,6,391.01
500,Teodoro Greenholt,,2,0,84,6,20.889
501,Alla Bechtelar,,2,0,57,3,154.28
502,Willena Dibbert,,4,0,35,4,904.13
503,Mohammed Jenkins,,4,0,50,5,1320.1
504,Josephina Jacobs,170.140.18.191,1,1,26,4,412.31
505,Georgene Dicki,180.28.177.236,1,1,48,7,205.76
506,Salvatore Ankunding,185.201.250.155,4,1,28,7,1730.8
507,Edwardo Waters,,4,0,38,7,1546.5
508,Charles Hane,10.155.51.12,4,1,24,2,806.29
509,Jonelle Ritchie,210.248.24.221,1,1,54,7,690.97
510,Dawne Bins,145.123.67.45,1,1,30,6,777.29
511,Soo Mohr,209.97.179.45,1,1,36,7,393.84
512,Tess Fisher,,2,0,49,7,123.55
513,Ngoc Hirthe,177.244.6.251,1,1,54,5,663.03
514,Cristopher Roob,110.12.167.147,3,1,49,8,901.32
515,Lacy Borer,153.162.250.39,4,1,30,7,616.32
516,Alyse Rolfson,,4,0,60,5,2599.6
517,Numbers Schulist,237.68.125.128,1,1,71,7,183.89
518,Kazuko Schultz,28.130.208.124,1,1,55,2,814.5
519,Sonny Grimes,194.195.204.221,4,1,53,6,1893.7
520,Marylin Hoppe,,4,0,32,8,2669.7
521,Chas Ziemann,,4,0,61,4,2794.5
522,Leigh Hagenes,,2,0,42,6,150.12
523,Audrea Wehner,,3,0,45,2,939.08
524,Isaiah Jerde,160.10.75.165,1,1,20,3,1696.9
525,Lenny Schowalter,90.230.61.149,1,1,48,7,683.07
526,Bee Considine,69.63.237.61,1,1,38,1,1070.2
527,Maragaret Quigley,,2,0,59,4,463.23
528,Dakota Deckow,148.229.199.86,3,1,66,3,243.03
529,Errol Stamm,222.105.37.36,4,1,20,6,1290.8
530,Maria Bins,,2,0,61,6,158.38
531,Tori Grant,,3,0,63,8,254.29
532,Wilber Simonis,,2,0,34,2,248.43
533,Taylor Graham,,2,0,32,5,425.44
534,Chae Mayer,,2,0,83,7,307.89
535,Isaac Ziemann,172.2.16.238,3,1,52,1,728.35
536,Shanelle Batz,,3,0,55,1,1271.2
537,Florencia Kulas,,2,0,37,7,267.17
538,Loyce Prosacco,,2,0,71,2,264.26
539,Titus Torphy,205.115.5.10,4,1,30,3,248.0
540,Ronald Brown,,2,0,74,6,201.95
541,Reginald O'Reilly,176.65.168.7,1,1,73,4,493.45
542,Dusty Kunze,,3,0,59,6,797.26
543,Keeley Blick,167.142.54.229,4,1,37,2,1970.6
544,Vernon Gleason,19.53.181.27,1,1,54,5,939.03
545,Carmelo Jacobi,72.244.77.203,4,1,26,1,892.22
546,Dee Jast,232.140.87.50,1,1,38,1,298.96
547,Shala Nader,,2,0,61,5,272.18
548,Rosalinda Monahan,,2,0,60,1,192.29
549,Michel Walsh,60.168.227.134,3,1,30,2,520.41
550,Dovie Eichmann,,4,0,56,7,860.99
551,Jetta Corkery,,2,0,29,2,144.69
552,Modesto Lowe,,2,0,32,2,331.2
553,Len McDermott,221.131.134.114,4,1,23,6,1964.1
554,Antwan Hilpert,183.118.249.66,4,1,20,5,1262.0
555,Dillon Eichmann,,4,0,40,6,374.02
556,Aurelia Cormier,217.172.117.245,4,1,29,4,61.336
557,Esteban Davis,,4,0,31,8,2824.8
558,Helen Schaden,,4,0,39,1,217.3
559,Francis Ward,70.71.189.115,4,1,46,2,1149.3
560,Dominique Feeney,,2,0,72,3,43.042
561,Syreeta Hane,39.16.98.220,3,1,58,4,984.1
562,Louis Nolan,,2,0,48,7,134.17
563,Miquel Jerde,,4,0,53,3,602.22
564,Adrienne Swaniawski,82.198.191.107,1,1,36,3,533.05
565,Scotty Kub,,2,0,44,3,60.603
566,Melany Ebert,,4,0,39,2,2338.3
567,Quinn Quitzon,136.40.29.255,4,1,42,5,515.01
568,Quentin Gibson,51.179.59.95,1,1,30,5,282.11
569,Maryam Pacocha,185.133.94.60,1,1,42,4,1824.3
570,Sydney Parker,,2,0,74,6,126.09
571,Elliot Hermiston,,3,0,53,3,2583.6
572,Bobette O'Hara,,2,0,78,4,90.882
573,Beaulah Boyle,,4,0,54,6,2972.4
574,Stanton Welch,,2,0,43,2,304.73
575,Lindy Beer,160.64.139.161,1,1,26,1,826.5
576,Meg Kulas,,2,0,67,2,91.925
577,Princess Bode,147.127.204.232,1,1,43,3,950.99
578,Gay Ernser,,3,0,43,3,1766.6
579,Stanton Wolf,188.235.153.4,3,1,37,8,482.83
580,Ngoc Stokes,179.169.187.245,4,1,39,4,1631.6
581,Clementine Herman,35.244.192.82,4,1,51,4,370.39
582,Mackenzie Ziemann,200.185.17.192,3,1,39,3,362.14
583,Malcom Schmeler,,2,0,81,2,80.818
584,Sarah Torp,,2,0,33,1,182.03
585,Miguel Luettgen,,2,0,77,2,23.865
586,Jerrod Hyatt,19.75.171.228,3,1,60,5,582.9
587,Cole Skiles,,3,0,46,3,1041.5
588,Soo Ryan,,2,0,48,5,13.121
589,Francisco Bogan,146.76.174.105,1,1,55,3,986.0
590,Abraham Bailey,,3,0,35,6,2630.6
591,Tabetha Zieme,228.170.54.229,1,1,66,3,104.6
592,Sherrie Mante,,2,0,51,2,430.84
593,Hai Mraz,17.117.59.56,1,1,33,8,618.49
594,Jerry Spinka,,2,0,80,3,70.226
595,Harland Considine,209.63.73.9,1,1,54,8,522.12
596,Joannie Lakin,253.136.65.24,1,1,58,5,817.7
597,Trinidad Kuhn,67.248.58.96,1,1,40,8,572.99
598,Calista Reilly,,2,0,59,2,31.344
599,Linwood Schuppe,53.101.178.67,1,1,36,6,669.56
600,Genia VonRueden,,2,0,60,5,322.03
601,Davis Yost,,2,0,80,4,38.351
602,Josh Koss,,2,0,42,3,82.164
603,Sheldon Williamson,,4,0,20,6,1572.3
604,Garfield Buckridge,,3,0,35,1,935.59
605,Francisco Carroll,,4,0,57,6,772.73
606,Tamekia Kassulke,,4,0,30,6,2178.3
607,Milissa Pagac,96.147.112.235,1,1,39,5,587.43
608,Xavier Cormier,173.102.161.234,3,1,73,8,58.61
609,Felisa Ernser,120.202.215.255,4,1,23,3,217.04
610,Junior Collier,,2,0,76,2,39.906
611,Ta Donnelly,52.241.66.18,4,1,29,7,1510.9
612,Chas Heller,,3,0,38,2,1166.2
613,Sue Lubowitz,101.84.165.98,3,1,74,3,226.79
614,Dennise Hilpert,,4,0,41,6,1699.0
615,Glayds Lemke,,2,0,47,5,146.3
616,Osvaldo Osinski,230.11.82.151,4,1,36,7,336.76
617,Annalee Dare,,3,0,39,2,2873.2
618,Leopoldo Lang,252.240.238.88,1,1,36,8,1799.2
619,Columbus DuBuque,,2,0,34,3,284.75
620,Kimberlie Blanda,115.156.48.67,4,1,29,3,222.51
621,Kristopher Weissnat,,4,0,54,2,2693.2
622,Ray Fisher,210.194.162.154,1,1,30,3,1590.7
623,Mao Witting,89.199.184.105,3,1,66,7,252.56
624,Blaine Gerhold,58.123.121.49,3,1,35,7,617.06
625,Berneice Kuvalis,232.35.67.202,1,1,70,6,442.91
626,Mercy Bashirian,,3,0,30,2,2592.5
627,Colby Pfeffer,50.79.16.180,1,1,60,5,76.266
628,Kirby Schiller,,2,0,47,5,250.3
629,Wendell Windler,54.31.240.184,3,1,66,2,325.05
630,Dori Steuber,177.123.69.51,4,1,22,7,520.93
631,Lilia Johnson,172.164.125.114,4,1,42,3,1837.7
632,Hilaria Hudson,238.156.84.42,1,1,28,5,598.59
633,Glynis Hilpert,,3,0,35,6,2447.1
634,Gary Franecki,24.210.73.229,4,1,24,6,1467.1
635,Morris Reynolds,,3,0,43,3,2962.0
636,Georgine Rempel,43.41.163.211,3,1,45,8,186.5
637,Alisia Trantow,181.17.62.14,4,1,24,3,349.11
638,Breana Hickle,,2,0,32,2,363.33
639,Brad Harvey,,2,0,53,6,305.47
640,Kathlene McGlynn,7.121.112.123,1,1,52,2,765.29
641,Tomas Spinka,187.77.243.7,1,1,43,3,370.36
642,Odis Gerhold,,2,0,84,5,116.05
643,Johnie Mante,,3,0,35,6,1745.3
644,Raymond Feeney,67.245.20.235,1,1,44,2,1914.0
645,Andre Grant,,2,0,35,5,329.31
646,Oma Donnelly,211.123.29.16,1,1,31,2,740.49
647,Nelson Herzog,,3,0,58,5,2066.5
648,Sebrina Mayert,,4,0,59,7,2145.5
649,Sandy Nikolaus,,4,0,42,7,547.41
650,Rafael Bayer,,2,0,84,8,8.4646
651,Lorita Pollich,238.91.69.27,1,1,42,8,91.756
652,Deidre Reilly,242.177.254.187,3,1,73,5,236.87
653,Whitney Bosco,182.162.124.13,1,1,52,3,637.03
654,Syble Lynch,208.25.240.59,4,1,21,6,1690.9
655,Alfredo Harvey,222.42.119.165,3,1,36,5,234.71
656,Anya Marks,,2,0,34,2,249.22
657,Vonda Hane,52.192.255.230,4,1,51,4,1309.5
658,Angella Cartwright,98.149.202.75,3,1,72,8,419.21
659,Leisa Hintz,,2,0,32,4,51.84
660,Myron D'Amore,147.97.141.22,4,1,28,2,406.14
661,Kevin Armstrong,,2,0,70,2,352.09
662,Dan Daugherty,,2,0,33,3,382.45
663,Winford Gaylord,,3,0,31,4,606.7
664,Elvie Barton,137.237.189.20,4,1,29,4,1376.9
665,Chin Koepp,173.60.87.6,4,1,26,3,1395.8
666,Bunny Jacobs,,2,0,41,7,282.59
667,Georgeann Leannon,41.200.94.199,1,1,53,2,445.28
668,Fallon Connelly,160.193.176.35,4,1,52,2,1149.9
669,Lupita Heller,,2,0,70,2,105.53
670,Owen Wisozk,,3,0,21,1,399.48
671,Ernestina McKenzie,178.17.180.42,4,1,25,2,743.14
672,Sal Hermiston,,4,0,21,2,355.46
673,Lilian Cassin,174.195.173.74,1,1,38,3,709.73
674,Danielle Emard,,3,0,41,3,1879.5
675,Vanda Dare,214.30.27.31,1,1,30,7,90.954
676,Kathline Turner,194.87.65.3,1,1,50,6,1823.3
677,Marry Walter,246.19.127.143,4,1,53,6,1332.9
678,Annice Shields,98.252.114.136,1,1,51,3,705.18
679,Dolly Cartwright,222.1.224.252,3,1,58,7,277.37
680,Jenae Zemlak,,3,0,51,3,2854.7
681,Darell Bogisich,95.68.83.164,4,1,54,1,1531.7
682,Merlene Wuckert,,4,0,36,1,1473.6
683,Bruno Dibbert,,3,0,58,3,152.11
684,Barney Gleichner,,3,0,52,1,2726.4
685,Ferdinand Mraz,147.51.31.200,1,1,66,2,185.4
686,Brinda Deckow,178.146.238.18,1,1,63,2,557.01
687,Jasper Keeling,230.190.127.212,4,1,42,3,1701.2
688,Samella Schaden,,2,0,55,4,425.85
689,Desire O'Kon,16.6.129.231,1,1,42,5,553.31
690,Jodee Weimann,,2,0,84,6,167.92
691,Elroy O'Hara,,2,0,73,1,433.31
692,Jess Herzog,,2,0,72,7,192.3
693,Lemuel Lang,179.158.225.107,1,1,34,7,1551.0
694,Deborah Wunsch,47.191.105.148,4,1,41,7,682.79
695,Shakita Baumbach,,4,0,47,2,2917.9
696,Irwin Emard,150.233.247.36,1,1,69,4,816.22
697,Pia Towne,,2,0,81,2,386.89
698,Adalberto Orn,,4,0,18,3,1623.7
699,Milford Wunsch,,3,0,45,5,1941.6
700,Denice Bechtelar,,3,0,55,7,615.91
701,Shanon Rippin,50.7.87.86,1,1,28,4,715.21
702,Melvin Steuber,,4,0,27,5,1391.9
703,Retha Powlowski,104.12.72.31,1,1,32,3,978.56
704,Titus Christiansen,,2,0,62,7,388.79
705,Florance Grimes,158.83.221.223,4,1,42,5,748.28
706,Rex Stoltenberg,,4,0,25,2,2975.7
707,Carmelia Turner,,3,0,27,1,713.89
708,Ayesha Abshire,132.65.201.232,1,1,21,3,1541.4
709,Connie Schoen,,4,0,53,3,1329.8
710,Armand Lakin,15.41.239.164,1,1,38,4,1856.9
711,Zachariah Bechtelar,,2,0,49,5,303.77
712,Brent Hermann,211.213.19.102,1,1,49,8,638.69
713,Clarice Moore,129.175.250.248,4,1,25,6,1029.3
714,Roderick Bayer,28.57.250.57,1,1,54,2,297.79
715,Monique Bergstrom,,2,0,59,6,115.65
716,Joaquin Reynolds,233.122.151.70,4,1,33,5,985.5
717,Loan Gulgowski,146.192.51.195,4,1,19,3,1064.0
718,Sabra Zulauf,,3,0,34,5,2053.0
719,Cliff Schultz,236.125.80.21,3,1,27,8,476.92
720,Basil Schneider,,4,0,53,3,640.54
721,Darrick Kertzmann,,2,0,30,5,71.449
722,Benton Gerlach,220.70.238.115,1,1,28,6,428.67
723,Alphonse Hickle,245.189.204.226,3,1,63,5,280.49
724,Freddie Von,47.153.37.223,4,1,21,4,102.47
725,Lloyd Bradtke,151.224.230.238,1,1,29,7,1489.4
726,Chris Gusikowski,,2,0,53,2,309.39
727,Kristy Wilderman,209.174.183.226,1,1,29,3,565.62
728,Tory Windler,,2,0,37,1,483.51
729,Corene Weber,,2,0,74,4,435.01
730,Neva Ritchie,,2,0,69,2,101.3
731,Steven Quitzon,,3,0,38,8,2743.9
732,Lionel Ruecker,17.65.160.145,1,1,20,4,669.1
733,Timothy Wuckert,66.137.126.149,1,1,32,7,764.3
734,Quiana O'Conner,177.19.8.181,3,1,26,4,994.16
735,Larisa Mosciski,,4,0,50,7,1097.7
736,Jon Eichmann,81.21.98.46,1,1,63,7,414.43
737,Carola Veum,217.143.59.105,1,1,25,2,538.76
738,Felisha Hodkiewicz,,4,0,26,4,1947.1
739,Beau Leffler,,2,0,66,5,463.93
740,Augustina Mertz,,4,0,40,6,822.34
741,Valorie Bode,,4,0,51,7,1468.1
742,Domingo Bayer,157.25.175.143,4,1,50,8,125.94
743,Shane Eichmann,31.208.56.76,4,1,52,5,182.29
744,Lamont Bergnaum,,2,0,63,2,253.8
745,Jimmie Friesen,,2,0,54,2,133.59
746,Randolph Bradtke,29.168.214.126,4,1,44,6,1965.2
747,David Lockman,94.73.226.51,1,1,37,7,586.41
748,Theda Volkman,,3,0,55,6,803.83
749,Vergie Feest,136.51.177.70,1,1,53,5,649.62
750,Dustin Collins,,4,0,44,2,1138.6
751,Lauren Ondricka,,2,0,46,2,219.63
752,Bev Roob,166.93.57.52,3,1,54,4,408.94
753,Carissa Davis,,2,0,71,5,487.25
754,Mayra Schuppe,132.47.131.55,1,1,51,4,1248.8
755,Jimmie Strosin,,4,0,26,7,172.41
756,Cynthia Fritsch,247.59.19.20,3,1,43,2,962.7
757,Jeffry Hirthe,234.9.237.79,1,1,29,7,862.74
758,Vera Sipes,,2,0,49,6,244.51
759,Wilfred Wolff,179.218.161.179,3,1,39,2,566.57
760,Leland Stanton,250.139.114.106,1,1,54,6,337.35
761,Leandro Kessler,148.46.244.84,1,1,58,5,913.39
762,Margorie Jacobson,192.63.151.202,3,1,51,8,146.67
763,Harland O'Conner,,2,0,37,2,472.37
764,Teodoro Herzog,84.217.124.236,1,1,62,4,744.73
765,Lyndia Wolff,19.40.19.115,3,1,60,1,815.35
766,Mathew Schoen,117.194.242.47,3,1,29,5,583.37
767,Cameron Buckridge,,2,0,46,5,237.74
768,Monte Emard,,3,0,22,2,2521.8
769,Leon Von,,4,0,27,5,1463.8
770,Alesha DuBuque,,4,0,30,6,144.09
771,Teodora Monahan,,4,0,59,4,1981.4
772,Hoyt White,41.19.87.31,4,1,52,7,819.78
773,Bobbie Swift,73.132.204.219,3,1,51,8,150.19
774,Rosario Mraz,,2,0,40,7,164.14
775,Rayford Wunsch,208.57.19.14,3,1,57,4,687.34
776,Myron Williamson,247.163.158.230,1,1,47,7,422.75
777,Lamont Herzog,,2,0,45,1,138.42
778,Clemente Langworth,,2,0,49,3,305.04
779,Lionel Cassin,,2,0,51,7,15.099
780,Veta Wunsch,202.102.61.146,1,1,46,1,751.79
781,Pasty Fay,15.21.73.115,3,1,52,8,75.432
782,Damon Fisher,72.209.178.56,1,1,32,4,68.141
783,See Boehm,5.228.64.230,4,1,36,4,1594.8
784,Karl Crooks,,2,0,72,6,342.87
785,Anderson Fay,,2,0,41,6,403.33
786,Jasmin Farrell,89.184.250.37,1,1,40,2,1342.9
787,Manuel Cole,17.54.184.143,4,1,32,7,1811.8
788,Charlott Legros,,2,0,50,5,260.91
789,Wayne Predovic,,2,0,80,5,182.28
790,Lisa Schmidt,,2,0,78,1,325.7
791,Hilaria Wiegand,,2,0,38,7,210.0
792,Pandora Koepp,,2,0,34,3,419.37
793,Stephen Stoltenberg,,4,0,22,3,1260.7
794,Felipa Reynolds,,4,0,18,4,2297.7
795,Kevin Lesch,219.178.114.105,1,1,37,1,359.24
796,Shane Hand,62.75.249.105,1,1,29,5,865.68
797,Vanesa Ryan,59.236.237.23,4,1,42,6,1890.1
798,Jeromy Upton,63.191.243.110,3,1,62,5,775.76
799,Benito Metz,,2,0,68,8,235.33
800,Lizabeth Denesik,49.94.97.82,1,1,35,5,117.53
801,Oswaldo Renner,,3,0,38,4,828.58
802,Barney Ankunding,,4,0,54,2,755.41
803,Greg Satterfield,212.160.91.162,3,1,37,7,948.66
804,Ashlie West,43.205.80.167,1,1,25,5,1068.0
805,Melvina Hilll,,2,0,72,6,292.05
806,Hyman Klein,17.90.190.47,3,1,45,1,250.41
807,Cassandra Mills,144.97.222.122,1,1,72,5,205.12
808,Lavern Stark,138.249.29.186,4,1,42,4,1577.9
809,Delmy Ortiz,159.216.177.56,1,1,53,5,379.92
810,Filiberto Wolf,,4,0,30,2,1861.8
811,Tenesha Turner,26.218.52.62,4,1,26,6,210.72
812,Kelly Considine,83.241.233.58,4,1,36,8,402.35
813,Doria Boyle,98.169.52.174,1,1,25,6,1587.0
814,Agueda Cremin,,2,0,47,2,444.62
815,Anh Keeling,,2,0,68,3,209.95
816,Danica Witting,79.126.5.13,3,1,36,7,629.73
817,Alvin Von,132.17.52.36,1,1,51,5,1028.0
818,Genevie Haag,100.124.201.69,3,1,25,3,708.96
819,Andra Kohler,46.128.18.110,4,1,51,6,1760.4
820,Deon Larson,,2,0,73,4,448.65
821,Corrinne Harvey,,2,0,63,6,266.77
822,Lawanna Turner,18.75.247.227,1,1,42,2,96.519
823,Wen Kirlin,,4,0,60,5,2233.8
824,Erich Kilback,134.8.237.105,1,1,55,6,456.14
825,Christopher Collier,,4,0,28,4,2609.0
826,Cletus Stracke,,2,0,59,4,118.07
827,Piper Will,139.171.113.118,3,1,30,2,148.03
828,Phoebe Bayer,131.110.217.255,4,1,23,6,1605.6
829,Sharie Kessler,,4,0,49,6,2514.5
830,Lenore Nader,176.86.12.233,1,1,48,3,1590.2
831,Paris Erdman,197.115.216.94,1,1,46,6,932.77
832,Kathy Beahan,,4,0,37,3,2587.5
833,Tad Conroy,,2,0,47,4,356.54
834,Jonell Koch,,2,0,47,2,419.02
835,Josef Cronin,170.173.130.145,4,1,30,6,927.37
836,Elease Jones,116.110.154.174,1,1,52,1,253.11
837,Casimira Nienow,201.125.183.23,4,1,43,5,377.02
838,Major Jaskolski,,2,0,51,7,108.72
839,Shaun Grimes,247.201.67.152,1,1,53,5,441.61
840,Benito Schroeder,185.167.60.26,4,1,50,6,987.77
841,Charity Cassin,,2,0,71,6,468.44
842,Michael Wisozk,112.91.67.53,1,1,42,3,118.53
843,Emilio Lowe,177.128.88.133,3,1,34,8,207.27
844,Donella Ernser,32.69.1.215,3,1,34,4,276.71
845,Sharyn McCullough,,2,0,54,2,307.07
846,Chadwick Daugherty,,2,0,47,4,131.81
847,Clarisa Glover,,3,0,34,5,2295.1
848,Darrin Renner,159.225.195.245,1,1,20,4,1615.6
849,Henry Ritchie,,2,0,49,8,417.08
850,Cornell Leffler,17.164.7.179,1,1,63,3,377.08
851,Roma Welch,,4,0,62,6,2210.6
852,Kimberli Goldner,100.46.229.166,1,1,64,4,968.5
853,Orlando Skiles,144.1.172.228,3,1,49,5,371.6
854,Rutha Rath,,3,0,35,8,431.25
855,Royce Graham,251.69.172.20,3,1,34,5,624.34
856,Anastasia Ortiz,,4,0,36,7,248.82
857,Allyn Swift,242.29.52.215,3,1,61,3,954.51
858,Thea Klocko,158.104.66.126,3,1,25,3,187.3
859,Pablo Wolff,243.172.81.111,4,1,55,5,495.03
860,Jacqulyn Kuhic,,3,0,39,7,2717.3
861,Nelson Durgan,,4,0,24,6,1012.6
862,Stefany Christiansen,182.51.197.24,3,1,35,3,693.3
863,Judi Pagac,,2,0,31,7,452.66
864,Marquita Powlowski,,4,0,54,2,2372.2
865,Tammie Kassulke,107.244.14.141,4,1,38,6,1028.3
866,Kareem Lubowitz,,2,0,64,3,231.31
867,Dorsey Will,,2,0,61,8,149.24
868,Cortez Baumbach,,4,0,62,5,2782.1
869,Truman Grady,,2,0,33,4,287.97
870,Darrel Cormier,188.119.16.241,1,1,56,7,502.94
871,Dannie Stamm,,2,0,79,2,340.83
872,Lewis Becker,150.222.38.138,3,1,52,4,148.76
873,Jae Sauer,242.32.154.144,3,1,40,3,424.97
874,Carter Turcotte,,2,0,44,7,327.15
875,Tambra Renner,233.32.47.11,1,1,41,3,218.09
876,Cortez Stamm,114.116.186.3,1,1,73,5,965.57
877,Isiah Rath,,3,0,22,6,1228.6
878,Odis Gaylord,27.71.224.96,3,1,67,7,288.42
879,Penny Trantow,77.41.198.250,1,1,40,3,1248.5
880,Tameka Schowalter,,4,0,24,3,926.52
881,Werner Wiza,147.122.127.197,3,1,66,6,132.42
882,Adam Schimmel,,2,0,83,7,400.45
883,Bret Nolan,135.135.163.238,4,1,23,4,1317.4
884,Fernando Ferry,,2,0,36,2,376.46
885,Barbar Pfeffer,,3,0,61,6,1673.8
886,Eddie Treutel,,4,0,26,7,2147.2
887,Lynwood Ryan,,2,0,32,4,337.73
888,Nancy Gleason,215.78.158.25,3,1,42,6,178.21
889,Monserrate Runolfsson,,2,0,50,8,474.08
890,Corey Mertz,,3,0,60,7,488.22
891,Burma Marks,,2,0,59,2,478.68
892,Clinton Lowe,,3,0,46,2,1607.6
893,Eusebia Zieme,124.213.75.167,4,1,51,6,1351.4
894,Ming Crooks,46.251.247.180,3,1,49,4,804.58
895,Vonda Nolan,,2,0,71,5,48.923
896,Joseph Cassin,,4,0,48,3,687.11
897,Jc Harvey,226.39.102.201,3,1,73,8,318.93
898,Amparo Deckow,,2,0,72,7,182.21
899,Virgil Klein,,4,0,40,6,605.22
900,Burt Jakubowski,,4,0,22,6,503.15
901,Dario Labadie,155.254.245.77,1,1,59,3,721.22
902,Glen Frami,,2,0,61,4,236.76
903,Ty Ondricka,,2,0,80,1,293.35
904,Lynna Bernhard,,4,0,41,5,264.67
905,Gregory Wuckert,,2,0,79,6,456.93
906,Alona Goodwin,97.55.115.67,4,1,43,5,1747.5
907,Armand Zieme,,2,0,70,5,7.4103
908,Ester Will,231.227.109.242,1,1,45,7,135.94
909,Naomi Schuppe,,2,0,44,6,437.43
910,Anthony Mohr,,4,0,22,4,2976.8
911,Latasha Mayert,,3,0,29,2,1103.5
912,Verdell Feeney,104.246.116.243,4,1,33,3,965.34
913,Herta Ritchie,76.217.223.99,1,1,66,8,116.38
914,Damon Koelpin,150.134.244.6,4,1,24,7,375.51
915,Staci Hegmann,,2,0,35,6,398.4
916,Scarlett Kuphal,240.129.132.253,4,1,51,8,1088.6
917,Romeo Ondricka,,3,0,40,7,1001.3
918,Jody Grant,253.185.236.95,3,1,38,7,831.03
919,Linwood Trantow,,2,0,47,3,387.52
920,Broderick Stanton,,4,0,55,3,1635.9
921,Parker Ritchie,,2,0,67,5,311.73
922,Sharon Powlowski,248.75.57.105,1,1,29,5,382.52
923,Valentine Shanahan,177.225.38.42,3,1,54,5,488.44
924,Fleta Davis,251.209.20.238,1,1,25,1,1060.3
925,Darwin Mosciski,159.8.188.119,4,1,43,3,1003.4
926,Pearlene Towne,54.106.62.155,3,1,66,1,202.39
927,Prince Klein,34.34.109.184,4,1,30,2,339.56
928,Anamaria Bartoletti,234.210.53.54,3,1,40,7,978.99
929,Mark Klocko,,4,0,18,7,917.73
930,Miss Price,119.178.3.7,4,1,50,5,954.54
931,Judith Waters,,4,0,49,6,996.15
932,Boris Gaylord,249.77.164.48,1,1,64,2,692.75
933,Terrell Feest,,2,0,46,2,107.46
934,Kerry Bechtelar,,3,0,52,3,2124.5
935,Leigh Miller,,2,0,83,5,244.07
936,Cathern Nitzsche,,4,0,25,6,1257.3
937,Angila Mitchell,127.17.60.138,1,1,35,7,759.92
938,Sueann Prohaska,211.201.225.251,3,1,51,4,785.81
939,Siobhan Rutherford,114.233.173.202,4,1,28,4,299.78
940,Dannie Thiel,,2,0,40,6,450.35
941,Stacey Bosco,39.214.140.161,4,1,50,3,1493.4
942,Preston Kiehn,,2,0,41,2,75.264
943,Jacques Gerhold,,4,0,54,6,303.74
944,Wilmer Wisoky,,2,0,33,3,372.43
945,Dorthey Bins,,2,0,76,5,443.17
946,Twana Hoeger,,4,0,36,8,1259.1
947,Sang Kulas,,2,0,38,4,20.264
948,Lashawna Leannon,,4,0,24,7,521.16
949,Forest Hagenes,7.244.118.66,1,1,67,2,367.02
950,Daphine Carroll,,2,0,44,5,486.19
951,Kiana Schoen,,4,0,46,7,2183.3
952,Miquel Doyle,,2,0,34,3,440.21
953,Fallon White,,2,0,61,2,314.29
954,Moises Ebert,33.223.185.218,1,1,27,5,345.48
955,Jeni Reynolds,131.2.38.138,1,1,53,3,516.98
956,Curtis Hirthe,107.223.189.36,4,1,37,7,1553.7
957,Liz Murray,129.134.147.24,4,1,34,5,667.93
958,Ivy Aufderhar,94.35.128.143,1,1,60,5,753.75
959,Corrina Langworth,,4,0,58,5,901.87
960,Raina Satterfield,68.231.158.80,4,1,35,6,216.68
961,Lemuel Towne,,2,0,48,7,375.65
962,Stacy Hayes,,4,0,53,3,418.19
963,Cortez Durgan,,2,0,69,7,363.88
964,Clifton Bernhard,138.88.19.201,4,1,26,7,1919.8
965,James Hills,,2,0,73,5,158.27
966,Alexandria Weber,246.238.56.239,1,1,37,6,508.38
967,Lino Hintz,23.106.136.153,1,1,41,5,1607.0
968,Timmy Kerluke,231.36.237.84,3,1,29,8,971.9
969,Stuart Murray,,2,0,43,8,447.63
970,Cornelia Cartwright,,2,0,61,8,131.74
971,Elroy Ebert,117.162.90.79,1,1,29,2,1434.2
972,Soo Rutherford,,2,0,34,5,110.89
973,Stan Runolfsson,85.223.55.185,1,1,27,1,906.74
974,Ilene Gleason,,2,0,42,6,204.25
975,Avery Bednar,143.29.125.109,3,1,71,4,814.96
976,Deborah Klocko,34.158.123.4,1,1,63,3,674.76
977,Marcelo Trantow,,2,0,62,8,324.43
978,Refugio Lubowitz,50.20.217.53,4,1,49,3,745.8
979,Ha Friesen,,2,0,54,3,238.41
980,Lucio Williamson,,3,0,51,1,1039.4
981,Hershel Nolan,,3,0,32,4,793.2
982,Stasia Skiles,,2,0,56,7,210.11
983,Mitchel Baumbach,,4,0,52,6,1473.3
984,Kelley Quigley,203.13.182.36,3,1,58,7,686.23
985,Kara Marquardt,162.5.111.8,4,1,51,2,1157.4
986,Ferdinand McDermott,,4,0,53,1,318.2
987,Isabell Quigley,,2,0,77,6,307.72
988,Keren White,92.204.215.173,4,1,39,4,713.54
989,Joe Stamm,,3,0,30,5,1375.7
990,Nia Klocko,22.37.64.120,1,1,45,7,1744.6
991,Florine McCullough,,4,0,56,6,1726.2
992,Avery Koelpin,98.13.226.115,4,1,37,3,838.63
993,Loriann Pfannerstill,,2,0,44,3,283.73
994,Stefany Harber,252.191.112.25,1,1,41,5,879.86
995,Franklin Lueilwitz,,4,0,52,2,1503.5
996,Matt Rolfson,,2,0,30,4,214.64
997,Fabian Kuvalis,,2,0,64,8,225.43
998,Millicent Mills,,4,0,36,4,1531.1
999,Adalberto Kilback,,4,0,39,6,2137.3
1000,Rufus Gutkowski,94.34.127.21,3,1,55,4,204.77
1001,Wilson Bayer,,2,0,40,4,492.61
1002,Mose Tromp,121.56.50.35,1,1,58,6,387.7
